symbol,date,price
Tony,Aug 2006,30.83
Tony,Sep 2006,32.12
Tony,Oct 2006,38.09
Tony,Nov 2006,40.34
Tony,Dec 2006,39.46
Tony,Jan 2007,37.67
Tony,Feb 2007,39.14
Tony,Mar 2007,39.79
Tony,Apr 2007,61.33
Tony,May 2007,69.14
Tony,Jun 2007,68.41
Tony,Jul 2007,78.54
Tony,Aug 2007,79.91
Tony,Sep 2007,93.15
Tony,Oct 2007,89.15
Tony,Nov 2007,90.56
Tony,Dec 2007,92.64
Tony,Jan 2008,77.7
Tony,Feb 2008,64.47
Tony,Mar 2008,71.3
Tony,Apr 2008,78.63
Tony,May 2008,81.62
Tony,Jun 2008,73.33
Tony,Jul 2008,76.34
Tony,Aug 2008,80.81
Tony,Sep 2008,72.76
Tony,Oct 2008,57.24
Tony,Nov 2008,42.7
Tony,Dec 2008,51.28
Tony,Jan 2009,58.82
Tony,Feb 2009,64.79
Tony,Mar 2009,73.44
Tony,Apr 2009,80.52
Tony,May 2009,77.99
Tony,Jun 2009,83.66
Tony,Jul 2009,85.76
Tony,Aug 2009,81.19
Tony,Sep 2009,93.36
Tony,Oct 2009,118.81
Tony,Nov 2009,135.91
Tony,Dec 2009,134.52
Tony,Jan 2010,125.41
Tony,Feb 2010,118.4
Tony,Mar 2010,128.82
Alice,Jan 2000,100.52
Alice,Feb 2000,92.11
Alice,Mar 2000,106.11
Alice,Apr 2000,99.95
Alice,May 2000,96.31
Alice,Jun 2000,98.33
Alice,Jul 2000,100.74
Alice,Aug 2000,118.62
Alice,Sep 2000,101.19
Alice,Oct 2000,88.5
Alice,Nov 2000,84.12
Alice,Dec 2000,76.47
Alice,Jan 2001,100.76
Alice,Feb 2001,89.98
Alice,Mar 2001,86.63
Alice,Apr 2001,103.7
Alice,May 2001,100.82
Alice,Jun 2001,102.35
Alice,Jul 2001,94.87
Alice,Aug 2001,90.25
Alice,Sep 2001,82.82
Alice,Oct 2001,97.58
Alice,Nov 2001,104.5
Alice,Dec 2001,109.36
Alice,Jan 2002,97.54
Alice,Feb 2002,88.82
Alice,Mar 2002,94.15
Alice,Apr 2002,75.82
Alice,May 2002,72.97
Alice,Jun 2002,65.31
Alice,Jul 2002,63.86
Alice,Aug 2002,68.52
Alice,Sep 2002,53.01
Alice,Oct 2002,71.76
Alice,Nov 2002,79.16
Alice,Dec 2002,70.58
Alice,Jan 2003,71.22
Alice,Feb 2003,71.13
Alice,Mar 2003,71.57
Alice,Apr 2003,77.47
Alice,May 2003,80.48
Alice,Jun 2003,75.42
Alice,Jul 2003,74.28
Alice,Aug 2003,75.12
Alice,Sep 2003,80.91
Alice,Oct 2003,81.96
Alice,Nov 2003,83.08
Alice,Dec 2003,85.05
Alice,Jan 2004,91.06
Alice,Feb 2004,88.7
Alice,Mar 2004,84.41
Alice,Apr 2004,81.04
Alice,May 2004,81.59
Alice,Jun 2004,81.19
Alice,Jul 2004,80.19
Alice,Aug 2004,78.17
Alice,Sep 2004,79.13
Alice,Oct 2004,82.84
Alice,Nov 2004,87.15
Alice,Dec 2004,91.16
Alice,Jan 2005,86.39
Alice,Feb 2005,85.78
Alice,Mar 2005,84.66
Alice,Apr 2005,70.77
Alice,May 2005,70.18
Alice,Jun 2005,68.93
Alice,Jul 2005,77.53
Alice,Aug 2005,75.07
Alice,Sep 2005,74.7
Alice,Oct 2005,76.25
Alice,Nov 2005,82.98
Alice,Dec 2005,76.73
Alice,Jan 2006,75.89
Alice,Feb 2006,75.09
Alice,Mar 2006,77.17
Alice,Apr 2006,77.05
Alice,May 2006,75.04
Alice,Jun 2006,72.15
Alice,Jul 2006,72.7
Alice,Aug 2006,76.35
Alice,Sep 2006,77.26
Alice,Oct 2006,87.06
Alice,Nov 2006,86.95
Alice,Dec 2006,91.9
Alice,Jan 2007,93.79
Alice,Feb 2007,88.18
Alice,Mar 2007,89.44
Alice,Apr 2007,96.98
Alice,May 2007,101.54
Alice,Jun 2007,100.25
Alice,Jul 2007,105.4
Alice,Aug 2007,111.54
Alice,Sep 2007,112.6
Alice,Oct 2007,111
Alice,Nov 2007,100.9
Alice,Dec 2007,103.7
Alice,Jan 2008,102.75
Alice,Feb 2008,109.64
Alice,Mar 2008,110.87
Alice,Apr 2008,116.23
Alice,May 2008,125.14
Alice,Jun 2008,114.6
Alice,Jul 2008,123.74
Alice,Aug 2008,118.16
Alice,Sep 2008,113.53
Alice,Oct 2008,90.24
Alice,Nov 2008,79.65
Alice,Dec 2008,82.15
Alice,Jan 2009,89.46
Alice,Feb 2009,90.32
Alice,Mar 2009,95.09
Alice,Apr 2009,101.29
Alice,May 2009,104.85
Alice,Jun 2009,103.01
Alice,Jul 2009,116.34
Alice,Aug 2009,117
Alice,Sep 2009,118.55
Alice,Oct 2009,119.54
Alice,Nov 2009,125.79
Alice,Dec 2009,130.32
Alice,Jan 2010,121.85
Alice,Feb 2010,127.16
Alice,Mar 2010,125.55
Christina,Jan 2000,25.94
Christina,Feb 2000,28.66
Christina,Mar 2000,33.95
Christina,Apr 2000,31.01
Christina,May 2000,21
Christina,Jun 2000,26.19
Christina,Jul 2000,25.41
Christina,Aug 2000,30.47
Christina,Sep 2000,12.88
Christina,Oct 2000,9.78
Christina,Nov 2000,8.25
Christina,Dec 2000,7.44
Christina,Jan 2001,10.81
Christina,Feb 2001,9.12
Christina,Mar 2001,11.03
Christina,Apr 2001,12.74
Christina,May 2001,9.98
Christina,Jun 2001,11.62
Christina,Jul 2001,9.4
Christina,Aug 2001,9.27
Christina,Sep 2001,7.76
Christina,Oct 2001,8.78
Christina,Nov 2001,10.65
Christina,Dec 2001,10.95
Christina,Jan 2002,12.36
Christina,Feb 2002,10.85
Christina,Mar 2002,11.84
Christina,Apr 2002,12.14
Christina,May 2002,11.65
Christina,Jun 2002,8.86
Christina,Jul 2002,7.63
Christina,Aug 2002,7.38
Christina,Sep 2002,7.25
Christina,Oct 2002,8.03
Christina,Nov 2002,7.75
Christina,Dec 2002,7.16
Christina,Jan 2003,7.18
Christina,Feb 2003,7.51
Christina,Mar 2003,7.07
Christina,Apr 2003,7.11
Christina,May 2003,8.98
Christina,Jun 2003,9.53
Christina,Jul 2003,10.54
Christina,Aug 2003,11.31
Christina,Sep 2003,10.36
Christina,Oct 2003,11.44
Christina,Nov 2003,10.45
Christina,Dec 2003,10.69
Christina,Jan 2004,11.28
Christina,Feb 2004,11.96
Christina,Mar 2004,13.52
Christina,Apr 2004,12.89
Christina,May 2004,14.03
Christina,Jun 2004,16.27
Christina,Jul 2004,16.17
Christina,Aug 2004,17.25
Christina,Sep 2004,19.38
Christina,Oct 2004,26.2
Christina,Nov 2004,33.53
Christina,Dec 2004,32.2
Christina,Jan 2005,38.45
Christina,Feb 2005,44.86
Christina,Mar 2005,41.67
Christina,Apr 2005,36.06
Christina,May 2005,39.76
Christina,Jun 2005,36.81
Christina,Jul 2005,42.65
Christina,Aug 2005,46.89
Christina,Sep 2005,53.61
Christina,Oct 2005,57.59
Christina,Nov 2005,67.82
Christina,Dec 2005,71.89
Christina,Jan 2006,75.51
Christina,Feb 2006,68.49
Christina,Mar 2006,62.72
Christina,Apr 2006,70.39
Christina,May 2006,59.77
Christina,Jun 2006,57.27
Christina,Jul 2006,67.96
Christina,Aug 2006,67.85
Christina,Sep 2006,76.98
Christina,Oct 2006,81.08
Christina,Nov 2006,91.66
Christina,Dec 2006,84.84
Christina,Jan 2007,85.73
Christina,Feb 2007,84.61
Christina,Mar 2007,92.91
Christina,Apr 2007,99.8
Christina,May 2007,121.19
Christina,Jun 2007,122.04
Christina,Jul 2007,131.76
Christina,Aug 2007,138.48
Christina,Sep 2007,153.47
Christina,Oct 2007,189.95
Christina,Nov 2007,182.22
Christina,Dec 2007,198.08
Christina,Jan 2008,135.36
Christina,Feb 2008,125.02
Christina,Mar 2008,143.5
Christina,Apr 2008,173.95
Christina,May 2008,188.75
Christina,Jun 2008,167.44
Christina,Jul 2008,158.95
Christina,Aug 2008,169.53
Christina,Sep 2008,113.66
Christina,Oct 2008,107.59
Christina,Nov 2008,92.67
Christina,Dec 2008,85.35
Christina,Jan 2009,90.13
Christina,Feb 2009,89.31
Christina,Mar 2009,105.12
Christina,Apr 2009,125.83
Christina,May 2009,135.81
Christina,Jun 2009,142.43
Christina,Jul 2009,163.39
Christina,Aug 2009,168.21
Christina,Sep 2009,185.35
Christina,Oct 2009,188.5
Christina,Nov 2009,199.91
Christina,Dec 2009,210.73
Christina,Jan 2010,192.06
Christina,Feb 2010,204.62
Christina,Mar 2010,223.02
