symbol,date,price
Tony,Apr 04,46.53245625
Tony,May 04,27.88753632
Tony,Jun 04,37.03897757
Tony,Jul 04,10.68691987
Tony,Aug 04,1.834539707
Tony,Sep 04,37.21874514
Tony,Oct 04,22.72331893
Tony,Nov 04,36.74484224
Tony,Dec 04,48.89300257
Tony,Jan 05,0.978073457
Tony,Feb 05,29.18002018
Tony,Mar 05,5.147666325
Tony,Apr 05,58.32528809
Tony,May 05,46.51144358
Tony,Jun 05,12.3595863
Tony,Jul 05,4.277347357
Tony,Aug 05,44.42445361
Tony,Sep 05,58.73106507
Tony,Oct 05,40.45376716
Tony,Nov 05,10.10025583
Tony,Dec 05,40.37639527
Tony,Jan 06,40.44273825
Tony,Feb 06,9.248715783
Tony,Mar 06,4.096727723
Tony,Apr 06,44.11459526
Tony,May 06,24.41107195
Tony,Jun 06,17.91390883
Tony,Jul 06,3.997920619
Tony,Aug 06,47.17490429
Tony,Sep 06,25.41286461
Tony,Oct 06,26.56286827
Tony,Nov 06,16.05699735
Tony,Dec 06,30.81505468
Tony,Jan 07,35.06278531
Tony,Feb 07,6.579497452
Tony,Mar 07,45.47049072
Tony,Apr 07,25.54352301
Tony,May 07,59.64151013
Tony,Jun 07,20.14150237
Tony,Jul 07,25.11938957
Tony,Aug 07,52.78662636
Tony,Sep 07,53.77354126
Tony,Oct 07,8.203376582
Tony,Nov 07,44.85651466
Tony,Dec 07,50.14074033
Tony,Jan 08,33.5453683
Tony,Feb 08,8.4052745
Tony,Mar 08,44.89700513
Tony,Apr 08,48.04180852
Tony,May 08,22.30132275
Tony,Jun 08,5.877488737
Tony,Jul 08,34.94512992
Tony,Aug 08,38.97029982
Tony,Sep 08,5.07396359
Tony,Oct 08,44.84060418
Tony,Nov 08,46.46642901
Tony,Dec 08,2.94043394
Tony,Jan 09,49.97356765
Tony,Feb 09,27.25242525
Tony,Mar 09,3.098003638
Tony,Apr 09,26.83803917
Tony,May 09,41.71420706
Tony,Jun 09,44.69643145
Tony,Jul 09,14.00934824
Tony,Aug 09,39.51533481
Tony,Sep 09,37.53872031
Tony,Oct 09,37.21336328
Tony,Nov 09,31.76564667
Tony,Dec 09,33.50688836
Tony,Jan 10,2.411332546
Tony,Feb 10,18.52753569
Tony,Mar 10,35.56095263
Alice,Jan 00,43.68229687
Alice,Feb 00,21.87822862
Alice,Mar 00,30.19599268
Alice,Apr 00,59.95992707
Alice,May 00,42.37173165
Alice,Jun 00,27.64434265
Alice,Jul 00,4.001535425
Alice,Aug 00,28.58327066
Alice,Sep 00,58.50336408
Alice,Oct 00,14.24835844
Alice,Nov 00,34.96464942
Alice,Dec 00,52.76148284
Alice,Jan 01,42.34241789
Alice,Feb 01,15.46931513
Alice,Mar 01,30.97315038
Alice,Apr 01,56.5134431
Alice,May 01,42.27017703
Alice,Jun 01,49.18758479
Alice,Jul 01,59.50558942
Alice,Aug 01,29.93339094
Alice,Sep 01,50.82431551
Alice,Oct 01,32.47832737
Alice,Nov 01,36.66152894
Alice,Dec 01,40.95064117
Alice,Jan 02,41.62967731
Alice,Feb 02,44.82240264
Alice,Mar 02,5.33875963
Alice,Apr 02,16.32578514
Alice,May 02,27.86139731
Alice,Jun 02,13.37299132
Alice,Jul 02,35.89629886
Alice,Aug 02,42.24593409
Alice,Sep 02,6.763132034
Alice,Oct 02,19.43471484
Alice,Nov 02,4.978471331
Alice,Dec 02,29.84147641
Alice,Jan 03,12.84537983
Alice,Feb 03,28.37421357
Alice,Mar 03,45.81180452
Alice,Apr 03,13.93027872
Alice,May 03,40.14875938
Alice,Jun 03,14.68841171
Alice,Jul 03,11.28534419
Alice,Aug 03,19.92855744
Alice,Sep 03,38.04817705
Alice,Oct 03,19.82565133
Alice,Nov 03,34.41759364
Alice,Dec 03,50.34551803
Alice,Jan 04,56.97208332
Alice,Feb 04,7.689897251
Alice,Mar 04,20.79878627
Alice,Apr 04,52.68992475
Alice,May 04,23.69857218
Alice,Jun 04,26.12152123
Alice,Jul 04,44.92818037
Alice,Aug 04,5.735035947
Alice,Sep 04,16.69334702
Alice,Oct 04,2.157316628
Alice,Nov 04,53.76321947
Alice,Dec 04,22.41691095
Alice,Jan 05,36.30613244
Alice,Feb 05,57.91115917
Alice,Mar 05,3.298721652
Alice,Apr 05,52.10810347
Alice,May 05,6.332318581
Alice,Jun 05,18.7041757
Alice,Jul 05,41.68659572
Alice,Aug 05,38.51239057
Alice,Sep 05,32.75655002
Alice,Oct 05,44.41944119
Alice,Nov 05,25.70015884
Alice,Dec 05,54.80004011
Alice,Jan 06,2.066241641
Alice,Feb 06,32.17553577
Alice,Mar 06,21.85735322
Alice,Apr 06,51.96943406
Alice,May 06,59.7654702
Alice,Jun 06,0.75574034
Alice,Jul 06,4.95172271
Alice,Aug 06,55.54812291
Alice,Sep 06,8.715498507
Alice,Oct 06,51.09332182
Alice,Nov 06,18.38849993
Alice,Dec 06,57.77141583
Alice,Jan 07,34.99444862
Alice,Feb 07,45.68982059
Alice,Mar 07,30.18715163
Alice,Apr 07,10.24858427
Alice,May 07,27.13726677
Alice,Jun 07,0.742090602
Alice,Jul 07,46.47990894
Alice,Aug 07,45.84909643
Alice,Sep 07,17.30682085
Alice,Oct 07,54.43739227
Alice,Nov 07,14.84232005
Alice,Dec 07,10.18193551
Alice,Jan 08,32.29607578
Alice,Feb 08,29.65304803
Alice,Mar 08,30.23644224
Alice,Apr 08,9.650579644
Alice,May 08,19.25293515
Alice,Jun 08,7.081590004
Alice,Jul 08,28.12785321
Alice,Aug 08,33.7939074
Alice,Sep 08,53.42541165
Alice,Oct 08,37.65813195
Alice,Nov 08,14.4779032
Alice,Dec 08,27.92496128
Alice,Jan 09,28.69632235
Alice,Feb 09,8.869428753
Alice,Mar 09,46.00936686
Alice,Apr 09,5.572955435
Alice,May 09,40.1220509
Alice,Jun 09,5.459515848
Alice,Jul 09,56.48670694
Alice,Aug 09,13.33904494
Alice,Sep 09,45.00937152
Alice,Oct 09,5.56077834
Alice,Nov 09,38.3241789
Alice,Dec 09,37.14861003
Alice,Jan 10,28.17388588
Alice,Feb 10,1.512069124
Alice,Mar 10,44.2589378
Jerry,Jan 00,34.57886345
Jerry,Feb 00,27.07170471
Jerry,Mar 00,54.93582601
Jerry,Apr 00,4.788560549
Jerry,May 00,6.573150746
Jerry,Jun 00,44.86094401
Jerry,Jul 00,56.78592345
Jerry,Aug 00,15.67003823
Jerry,Sep 00,47.72022212
Jerry,Oct 00,34.30606833
Jerry,Nov 00,41.56905091
Jerry,Dec 00,57.73088018
Jerry,Jan 01,29.06442649
Jerry,Feb 01,31.58756748
Jerry,Mar 01,22.6947738
Jerry,Apr 01,13.37318123
Jerry,May 01,41.0637793
Jerry,Jun 01,16.3605978
Jerry,Jul 01,42.41159092
Jerry,Aug 01,48.77784839
Jerry,Sep 01,46.68295267
Jerry,Oct 01,38.98056271
Jerry,Nov 01,59.2323701
Jerry,Dec 01,30.58076553
Jerry,Jan 02,11.83452929
Jerry,Feb 02,33.63757471
Jerry,Mar 02,7.280641466
Jerry,Apr 02,49.68580432
Jerry,May 02,50.16231131
Jerry,Jun 02,31.46682232
Jerry,Jul 02,13.1905878
Jerry,Aug 02,2.675460704
Jerry,Sep 02,5.215550864
Jerry,Oct 02,56.8012078
Jerry,Nov 02,7.885100218
Jerry,Dec 02,30.32744755
Jerry,Jan 03,8.623298732
Jerry,Feb 03,39.23851297
Jerry,Mar 03,3.544547543
Jerry,Apr 03,54.28460598
Jerry,May 03,32.52861522
Jerry,Jun 03,56.90917308
Jerry,Jul 03,12.21888936
Jerry,Aug 03,54.61621614
Jerry,Sep 03,43.90844331
Jerry,Oct 03,51.71912399
Jerry,Nov 03,1.939003269
Jerry,Dec 03,28.6893507
Jerry,Jan 04,17.97003956
Jerry,Feb 04,28.75188451
Jerry,Mar 04,26.09442606
Jerry,Apr 04,8.638780802
Jerry,May 04,38.7773131
Jerry,Jun 04,8.135280647
Jerry,Jul 04,32.69824134
Jerry,Aug 04,50.72008555
Jerry,Sep 04,58.5472288
Jerry,Oct 04,36.15186444
Jerry,Nov 04,20.15871888
Jerry,Dec 04,6.641768659
Jerry,Jan 05,22.5120642
Jerry,Feb 05,16.40800477
Jerry,Mar 05,35.88942691
Jerry,Apr 05,19.28208875
Jerry,May 05,59.41689238
Jerry,Jun 05,14.61543997
Jerry,Jul 05,1.268673355
Jerry,Aug 05,25.02129435
Jerry,Sep 05,12.88321605
Jerry,Oct 05,30.03013797
Jerry,Nov 05,16.2026267
Jerry,Dec 05,6.423632183
Jerry,Jan 06,58.65914601
Jerry,Feb 06,51.33546358
Jerry,Mar 06,12.6923282
Jerry,Apr 06,24.3541152
Jerry,May 06,10.39448355
Jerry,Jun 06,42.66237646
Jerry,Jul 06,1.901491206
Jerry,Aug 06,48.20481293
Jerry,Sep 06,14.37482641
Jerry,Oct 06,33.6624428
Jerry,Nov 06,16.33182669
Jerry,Dec 06,2.347030675
Jerry,Jan 07,49.19058616
Jerry,Feb 07,19.52342968
Jerry,Mar 07,57.45332121
Jerry,Apr 07,11.90988444
Jerry,May 07,26.24608881
Jerry,Jun 07,21.54103109
Jerry,Jul 07,7.063363027
Jerry,Aug 07,48.84477941
Jerry,Sep 07,25.29736192
Jerry,Oct 07,37.94566643
Jerry,Nov 07,26.17367732
Jerry,Dec 07,39.43138067
Jerry,Jan 08,43.46890992
Jerry,Feb 08,54.16064315
Jerry,Mar 08,17.27165311
Jerry,Apr 08,42.39905778
Jerry,May 08,0.184231725
Jerry,Jun 08,25.32773039
Jerry,Jul 08,24.13339066
Jerry,Aug 08,3.070355486
Jerry,Sep 08,43.36417198
Jerry,Oct 08,43.4724001
Jerry,Nov 08,37.7015338
Jerry,Dec 08,23.81254719
Jerry,Jan 09,19.32894568
Jerry,Feb 09,47.84476759
Jerry,Mar 09,39.21111695
Jerry,Apr 09,37.83684179
Jerry,May 09,28.69106654
Jerry,Jun 09,45.71142547
Jerry,Jul 09,5.199251947
Jerry,Aug 09,26.23988289
Jerry,Sep 09,59.99127378
Jerry,Oct 09,43.16421754
Jerry,Nov 09,20.28393424
Jerry,Dec 09,10.89321254
Jerry,Jan 10,17.92769253
Jerry,Feb 10,5.298272478
Jerry,Mar 10,36.69045755
